sample_id,attribute,object,question,visual_answer,prior_answer,cf_image,std_image,source
color_0345,color,plunger,What color is the plunger?,brown,red,arbitration_dataset/images/color/color_0345_cf.png,arbitration_dataset/images/color/color_0345_std.png,visual_counterfact
color_0346,color,pomegranate,What color is the pomegranate?,purple,red,arbitration_dataset/images/color/color_0346_cf.png,arbitration_dataset/images/color/color_0346_std.png,visual_counterfact
color_0347,color,pool table,What color is the pool table?,purple,green,arbitration_dataset/images/color/color_0347_cf.png,arbitration_dataset/images/color/color_0347_std.png,visual_counterfact
color_0348,color,poppy,What color is the poppy?,blue,red,arbitration_dataset/images/color/color_0348_cf.png,arbitration_dataset/images/color/color_0348_std.png,visual_counterfact
color_0349,color,porcupine,What color is the porcupine?,pink,brown,arbitration_dataset/images/color/color_0349_cf.png,arbitration_dataset/images/color/color_0349_std.png,visual_counterfact
color_0350,color,potato,What color is the potato?,pink,brown,arbitration_dataset/images/color/color_0350_cf.png,arbitration_dataset/images/color/color_0350_std.png,visual_counterfact
color_0351,color,prairie chicken,What color is the prairie chicken?,blue,brown,arbitration_dataset/images/color/color_0351_cf.png,arbitration_dataset/images/color/color_0351_std.png,visual_counterfact
color_0352,color,pretzel,What color is the pretzel?,purple,brown,arbitration_dataset/images/color/color_0352_cf.png,arbitration_dataset/images/color/color_0352_std.png,visual_counterfact
color_0353,color,ptarmigan,What color is the ptarmigan?,orange,white,arbitration_dataset/images/color/color_0353_cf.png,arbitration_dataset/images/color/color_0353_std.png,visual_counterfact
color_0354,color,puck,What color is the puck?,orange,black,arbitration_dataset/images/color/color_0354_cf.png,arbitration_dataset/images/color/color_0354_std.png,visual_counterfact
color_0355,color,pumpkin,What color is the pumpkin?,pink,orange,arbitration_dataset/images/color/color_0355_cf.png,arbitration_dataset/images/color/color_0355_std.png,visual_counterfact
color_0356,color,punching bag,What color is the punching bag?,brown,red,arbitration_dataset/images/color/color_0356_cf.png,arbitration_dataset/images/color/color_0356_std.png,visual_counterfact
color_0357,color,raccoon,What color is the raccoon?,green,black,arbitration_dataset/images/color/color_0357_cf.png,arbitration_dataset/images/color/color_0357_std.png,visual_counterfact
color_0358,color,radio,What color is the radio?,green,black,arbitration_dataset/images/color/color_0358_cf.png,arbitration_dataset/images/color/color_0358_std.png,visual_counterfact
color_0359,color,radish,What color is the radish?,yellow,red,arbitration_dataset/images/color/color_0359_cf.png,arbitration_dataset/images/color/color_0359_std.png,visual_counterfact
color_0360,color,raisin,What color is the raisin?,purple,brown,arbitration_dataset/images/color/color_0360_cf.png,arbitration_dataset/images/color/color_0360_std.png,visual_counterfact
color_0361,color,rapeseed,What color is the rapeseed?,pink,yellow,arbitration_dataset/images/color/color_0361_cf.png,arbitration_dataset/images/color/color_0361_std.png,visual_counterfact
color_0362,color,raspberry,What color is the raspberry?,green,red,arbitration_dataset/images/color/color_0362_cf.png,arbitration_dataset/images/color/color_0362_std.png,visual_counterfact
color_0363,color,rattlesnake,What color is the rattlesnake?,pink,brown,arbitration_dataset/images/color/color_0363_cf.png,arbitration_dataset/images/color/color_0363_std.png,visual_counterfact
color_0364,color,raven,What color is the raven?,purple,black,arbitration_dataset/images/color/color_0364_cf.png,arbitration_dataset/images/color/color_0364_std.png,visual_counterfact
color_0365,color,recreational vehicle,What color is the recreational vehicle?,red,white,arbitration_dataset/images/color/color_0365_cf.png,arbitration_dataset/images/color/color_0365_std.png,visual_counterfact
color_0366,color,red wine,What color is the red wine?,green,red,arbitration_dataset/images/color/color_0366_cf.png,arbitration_dataset/images/color/color_0366_std.png,visual_counterfact
color_0367,color,reflex camera,What color is the reflex camera?,purple,black,arbitration_dataset/images/color/color_0367_cf.png,arbitration_dataset/images/color/color_0367_std.png,visual_counterfact
color_0368,color,refrigerator,What color is the refrigerator?,brown,white,arbitration_dataset/images/color/color_0368_cf.png,arbitration_dataset/images/color/color_0368_std.png,visual_counterfact
color_0369,color,remote control,What color is the remote control?,orange,black,arbitration_dataset/images/color/color_0369_cf.png,arbitration_dataset/images/color/color_0369_std.png,visual_counterfact
color_0370,color,revolver,What color is the revolver?,pink,black,arbitration_dataset/images/color/color_0370_cf.png,arbitration_dataset/images/color/color_0370_std.png,visual_counterfact
color_0371,color,rhubarb,What color is the rhubarb?,brown,red,arbitration_dataset/images/color/color_0371_cf.png,arbitration_dataset/images/color/color_0371_std.png,visual_counterfact
color_0372,color,rifle,What color is the rifle?,pink,black,arbitration_dataset/images/color/color_0372_cf.png,arbitration_dataset/images/color/color_0372_std.png,visual_counterfact
color_0373,color,ring_(jewelry),What color is the ring_(jewelry)?,pink,gold,arbitration_dataset/images/color/color_0373_cf.png,arbitration_dataset/images/color/color_0373_std.png,visual_counterfact
color_0374,color,ringlet,What color is the ringlet?,blue,brown,arbitration_dataset/images/color/color_0374_cf.png,arbitration_dataset/images/color/color_0374_std.png,visual_counterfact
color_0375,color,rock crab,What color is the rock crab?,blue,red,arbitration_dataset/images/color/color_0375_cf.png,arbitration_dataset/images/color/color_0375_std.png,visual_counterfact
color_0376,color,rocket,What color is the rocket?,yellow,white,arbitration_dataset/images/color/color_0376_cf.png,arbitration_dataset/images/color/color_0376_std.png,visual_counterfact
color_0377,color,rooster,What color is the rooster?,purple,red,arbitration_dataset/images/color/color_0377_cf.png,arbitration_dataset/images/color/color_0377_std.png,visual_counterfact
color_0378,color,rose,What color is the rose?,blue,red,arbitration_dataset/images/color/color_0378_cf.png,arbitration_dataset/images/color/color_0378_std.png,visual_counterfact
color_0379,color,rubber eraser,What color is the rubber eraser?,green,pink,arbitration_dataset/images/color/color_0379_cf.png,arbitration_dataset/images/color/color_0379_std.png,visual_counterfact
color_0380,color,saddle,What color is the saddle?,purple,brown,arbitration_dataset/images/color/color_0380_cf.png,arbitration_dataset/images/color/color_0380_std.png,visual_counterfact
color_0381,color,safety pin,What color is the safety pin?,green,silver,arbitration_dataset/images/color/color_0381_cf.png,arbitration_dataset/images/color/color_0381_std.png,visual_counterfact
color_0382,color,sailboat,What color is the sailboat?,brown,white,arbitration_dataset/images/color/color_0382_cf.png,arbitration_dataset/images/color/color_0382_std.png,visual_counterfact
color_0383,color,sandbar,What color is the sandbar?,green,brown,arbitration_dataset/images/color/color_0383_cf.png,arbitration_dataset/images/color/color_0383_std.png,visual_counterfact
color_0384,color,sandpaper,What color is the sandpaper?,purple,brown,arbitration_dataset/images/color/color_0384_cf.png,arbitration_dataset/images/color/color_0384_std.png,visual_counterfact
color_0385,color,sardine,What color is the sardine?,pink,silver,arbitration_dataset/images/color/color_0385_cf.png,arbitration_dataset/images/color/color_0385_std.png,visual_counterfact
color_0386,color,saxophone,What color is the saxophone?,red,gold,arbitration_dataset/images/color/color_0386_cf.png,arbitration_dataset/images/color/color_0386_std.png,visual_counterfact
color_0387,color,schipperke,What color is the schipperke?,green,black,arbitration_dataset/images/color/color_0387_cf.png,arbitration_dataset/images/color/color_0387_std.png,visual_counterfact
color_0388,color,screw,What color is the screw?,purple,silver,arbitration_dataset/images/color/color_0388_cf.png,arbitration_dataset/images/color/color_0388_std.png,visual_counterfact
color_0389,color,sea,What color is the sea?,yellow,blue,arbitration_dataset/images/color/color_0389_cf.png,arbitration_dataset/images/color/color_0389_std.png,visual_counterfact
color_0390,color,sea lion,What color is the sea lion?,purple,brown,arbitration_dataset/images/color/color_0390_cf.png,arbitration_dataset/images/color/color_0390_std.png,visual_counterfact
color_0391,color,seagull,What color is the seagull?,blue,white,arbitration_dataset/images/color/color_0391_cf.png,arbitration_dataset/images/color/color_0391_std.png,visual_counterfact
color_0392,color,seal,What color is the seal?,red,grey,arbitration_dataset/images/color/color_0392_cf.png,arbitration_dataset/images/color/color_0392_std.png,visual_counterfact
color_0393,color,seaweed,What color is the seaweed?,blue,green,arbitration_dataset/images/color/color_0393_cf.png,arbitration_dataset/images/color/color_0393_std.png,visual_counterfact
color_0394,color,sewing machine,What color is the sewing machine?,yellow,white,arbitration_dataset/images/color/color_0394_cf.png,arbitration_dataset/images/color/color_0394_std.png,visual_counterfact
color_0395,color,shark,What color is the shark?,orange,grey,arbitration_dataset/images/color/color_0395_cf.png,arbitration_dataset/images/color/color_0395_std.png,visual_counterfact
color_0396,color,sheep,What color is the sheep?,purple,white,arbitration_dataset/images/color/color_0396_cf.png,arbitration_dataset/images/color/color_0396_std.png,visual_counterfact
color_0397,color,shrimp,What color is the shrimp?,blue,pink,arbitration_dataset/images/color/color_0397_cf.png,arbitration_dataset/images/color/color_0397_std.png,visual_counterfact
color_0398,color,siamang,What color is the siamang?,yellow,black,arbitration_dataset/images/color/color_0398_cf.png,arbitration_dataset/images/color/color_0398_std.png,visual_counterfact
color_0399,color,sink,What color is the sink?,orange,white,arbitration_dataset/images/color/color_0399_cf.png,arbitration_dataset/images/color/color_0399_std.png,visual_counterfact
color_0400,color,ski mask,What color is the ski mask?,orange,black,arbitration_dataset/images/color/color_0400_cf.png,arbitration_dataset/images/color/color_0400_std.png,visual_counterfact
color_0401,color,skillet,What color is the skillet?,orange,black,arbitration_dataset/images/color/color_0401_cf.png,arbitration_dataset/images/color/color_0401_std.png,visual_counterfact
color_0402,color,skunk,What color is the skunk?,pink,white,arbitration_dataset/images/color/color_0402_cf.png,arbitration_dataset/images/color/color_0402_std.png,visual_counterfact
color_0403,color,sleigh,What color is the sleigh?,yellow,red,arbitration_dataset/images/color/color_0403_cf.png,arbitration_dataset/images/color/color_0403_std.png,visual_counterfact
color_0404,color,sloth bear,What color is the sloth bear?,red,black,arbitration_dataset/images/color/color_0404_cf.png,arbitration_dataset/images/color/color_0404_std.png,visual_counterfact
color_0405,color,snail,What color is the snail?,pink,brown,arbitration_dataset/images/color/color_0405_cf.png,arbitration_dataset/images/color/color_0405_std.png,visual_counterfact
color_0406,color,space heater,What color is the space heater?,green,black,arbitration_dataset/images/color/color_0406_cf.png,arbitration_dataset/images/color/color_0406_std.png,visual_counterfact
color_0407,color,space shuttle,What color is the space shuttle?,pink,white,arbitration_dataset/images/color/color_0407_cf.png,arbitration_dataset/images/color/color_0407_std.png,visual_counterfact
color_0408,color,spade,What color is the spade?,orange,black,arbitration_dataset/images/color/color_0408_cf.png,arbitration_dataset/images/color/color_0408_std.png,visual_counterfact
color_0409,color,sparrow,What color is the sparrow?,pink,brown,arbitration_dataset/images/color/color_0409_cf.png,arbitration_dataset/images/color/color_0409_std.png,visual_counterfact
color_0410,color,spider,What color is the spider?,yellow,black,arbitration_dataset/images/color/color_0410_cf.png,arbitration_dataset/images/color/color_0410_std.png,visual_counterfact
color_0411,color,spinach,What color is the spinach?,blue,green,arbitration_dataset/images/color/color_0411_cf.png,arbitration_dataset/images/color/color_0411_std.png,visual_counterfact
color_0412,color,spoon,What color is the spoon?,yellow,silver,arbitration_dataset/images/color/color_0412_cf.png,arbitration_dataset/images/color/color_0412_std.png,visual_counterfact
color_0413,color,spoonbill,What color is the spoonbill?,green,pink,arbitration_dataset/images/color/color_0413_cf.png,arbitration_dataset/images/color/color_0413_std.png,visual_counterfact
color_0414,color,spotted salamander,What color is the spotted salamander?,purple,black,arbitration_dataset/images/color/color_0414_cf.png,arbitration_dataset/images/color/color_0414_std.png,visual_counterfact
color_0415,color,squirrel,What color is the squirrel?,blue,brown,arbitration_dataset/images/color/color_0415_cf.png,arbitration_dataset/images/color/color_0415_std.png,visual_counterfact
color_0416,color,steel arch bridge,What color is the steel arch bridge?,yellow,grey,arbitration_dataset/images/color/color_0416_cf.png,arbitration_dataset/images/color/color_0416_std.png,visual_counterfact
color_0417,color,steel drum,What color is the steel drum?,red,silver,arbitration_dataset/images/color/color_0417_cf.png,arbitration_dataset/images/color/color_0417_std.png,visual_counterfact
color_0418,color,stethoscope,What color is the stethoscope?,yellow,black,arbitration_dataset/images/color/color_0418_cf.png,arbitration_dataset/images/color/color_0418_std.png,visual_counterfact
color_0419,color,stick,What color is the stick?,red,brown,arbitration_dataset/images/color/color_0419_cf.png,arbitration_dataset/images/color/color_0419_std.png,visual_counterfact
color_0420,color,stingray,What color is the stingray?,red,grey,arbitration_dataset/images/color/color_0420_cf.png,arbitration_dataset/images/color/color_0420_std.png,visual_counterfact
color_0421,color,stork,What color is the stork?,green,white,arbitration_dataset/images/color/color_0421_cf.png,arbitration_dataset/images/color/color_0421_std.png,visual_counterfact
color_0422,color,strainer,What color is the strainer?,green,silver,arbitration_dataset/images/color/color_0422_cf.png,arbitration_dataset/images/color/color_0422_std.png,visual_counterfact
color_0423,color,strawberry,What color is the strawberry?,blue,red,arbitration_dataset/images/color/color_0423_cf.png,arbitration_dataset/images/color/color_0423_std.png,visual_counterfact
color_0424,color,sulphur butterfly,What color is the sulphur butterfly?,blue,yellow,arbitration_dataset/images/color/color_0424_cf.png,arbitration_dataset/images/color/color_0424_std.png,visual_counterfact
color_0425,color,sulphur-crested cockatoo,What color is the sulphur-crested cockatoo?,green,white,arbitration_dataset/images/color/color_0425_cf.png,arbitration_dataset/images/color/color_0425_std.png,visual_counterfact
color_0426,color,sunflower,What color is the sunflower?,purple,yellow,arbitration_dataset/images/color/color_0426_cf.png,arbitration_dataset/images/color/color_0426_std.png,visual_counterfact
color_0427,color,sunglasses,What color is the sunglasses?,pink,black,arbitration_dataset/images/color/color_0427_cf.png,arbitration_dataset/images/color/color_0427_std.png,visual_counterfact
color_0428,color,swan,What color is the swan?,red,white,arbitration_dataset/images/color/color_0428_cf.png,arbitration_dataset/images/color/color_0428_std.png,visual_counterfact
color_0429,color,tabby,What color is the tabby?,green,brown,arbitration_dataset/images/color/color_0429_cf.png,arbitration_dataset/images/color/color_0429_std.png,visual_counterfact
color_0430,color,taxi,What color is the taxi?,green,yellow,arbitration_dataset/images/color/color_0430_cf.png,arbitration_dataset/images/color/color_0430_std.png,visual_counterfact
color_0431,color,television,What color is the television?,pink,black,arbitration_dataset/images/color/color_0431_cf.png,arbitration_dataset/images/color/color_0431_std.png,visual_counterfact
color_0432,color,tennis ball,What color is the tennis ball?,pink,yellow,arbitration_dataset/images/color/color_0432_cf.png,arbitration_dataset/images/color/color_0432_std.png,visual_counterfact
color_0433,color,thatch,What color is the thatch?,blue,brown,arbitration_dataset/images/color/color_0433_cf.png,arbitration_dataset/images/color/color_0433_std.png,visual_counterfact
color_0434,color,theater curtain,What color is the theater curtain?,purple,red,arbitration_dataset/images/color/color_0434_cf.png,arbitration_dataset/images/color/color_0434_std.png,visual_counterfact
color_0435,color,thimble,What color is the thimble?,blue,silver,arbitration_dataset/images/color/color_0435_cf.png,arbitration_dataset/images/color/color_0435_std.png,visual_counterfact
color_0436,color,three-toed sloth,What color is the three-toed sloth?,red,brown,arbitration_dataset/images/color/color_0436_cf.png,arbitration_dataset/images/color/color_0436_std.png,visual_counterfact
color_0437,color,tick,What color is the tick?,purple,brown,arbitration_dataset/images/color/color_0437_cf.png,arbitration_dataset/images/color/color_0437_std.png,visual_counterfact
color_0438,color,tiger,What color is the tiger?,purple,black,arbitration_dataset/images/color/color_0438_cf.png,arbitration_dataset/images/color/color_0438_std.png,visual_counterfact
color_0439,color,tiger shark,What color is the tiger shark?,orange,grey,arbitration_dataset/images/color/color_0439_cf.png,arbitration_dataset/images/color/color_0439_std.png,visual_counterfact
color_0440,color,tile roof,What color is the tile roof?,purple,red,arbitration_dataset/images/color/color_0440_cf.png,arbitration_dataset/images/color/color_0440_std.png,visual_counterfact
color_0441,color,timber wolf,What color is the timber wolf?,red,grey,arbitration_dataset/images/color/color_0441_cf.png,arbitration_dataset/images/color/color_0441_std.png,visual_counterfact
color_0442,color,toad,What color is the toad?,pink,green,arbitration_dataset/images/color/color_0442_cf.png,arbitration_dataset/images/color/color_0442_std.png,visual_counterfact
color_0443,color,toilet,What color is the toilet?,brown,white,arbitration_dataset/images/color/color_0443_cf.png,arbitration_dataset/images/color/color_0443_std.png,visual_counterfact
color_0444,color,toilet seat,What color is the toilet seat?,yellow,white,arbitration_dataset/images/color/color_0444_cf.png,arbitration_dataset/images/color/color_0444_std.png,visual_counterfact
color_0445,color,tomato,What color is the tomato?,blue,red,arbitration_dataset/images/color/color_0445_cf.png,arbitration_dataset/images/color/color_0445_std.png,visual_counterfact
color_0446,color,toucan,What color is the toucan?,orange,black,arbitration_dataset/images/color/color_0446_cf.png,arbitration_dataset/images/color/color_0446_std.png,visual_counterfact
color_0447,color,tow truck,What color is the tow truck?,purple,yellow,arbitration_dataset/images/color/color_0447_cf.png,arbitration_dataset/images/color/color_0447_std.png,visual_counterfact
color_0448,color,trailer truck,What color is the trailer truck?,orange,white,arbitration_dataset/images/color/color_0448_cf.png,arbitration_dataset/images/color/color_0448_std.png,visual_counterfact
color_0449,color,tree frog,What color is the tree frog?,blue,green,arbitration_dataset/images/color/color_0449_cf.png,arbitration_dataset/images/color/color_0449_std.png,visual_counterfact
color_0450,color,tricycle,What color is the tricycle?,green,red,arbitration_dataset/images/color/color_0450_cf.png,arbitration_dataset/images/color/color_0450_std.png,visual_counterfact
color_0451,color,tripod,What color is the tripod?,pink,black,arbitration_dataset/images/color/color_0451_cf.png,arbitration_dataset/images/color/color_0451_std.png,visual_counterfact
color_0452,color,trombone,What color is the trombone?,purple,gold,arbitration_dataset/images/color/color_0452_cf.png,arbitration_dataset/images/color/color_0452_std.png,visual_counterfact
color_0453,color,truck,What color is the truck?,purple,white,arbitration_dataset/images/color/color_0453_cf.png,arbitration_dataset/images/color/color_0453_std.png,visual_counterfact
color_0454,color,trumpet,What color is the trumpet?,blue,gold,arbitration_dataset/images/color/color_0454_cf.png,arbitration_dataset/images/color/color_0454_std.png,visual_counterfact
color_0455,color,tub,What color is the tub?,red,white,arbitration_dataset/images/color/color_0455_cf.png,arbitration_dataset/images/color/color_0455_std.png,visual_counterfact
color_0456,color,tuba,What color is the tuba?,red,gold,arbitration_dataset/images/color/color_0456_cf.png,arbitration_dataset/images/color/color_0456_std.png,visual_counterfact
color_0457,color,turkey,What color is the turkey?,blue,brown,arbitration_dataset/images/color/color_0457_cf.png,arbitration_dataset/images/color/color_0457_std.png,visual_counterfact
color_0458,color,turnip,What color is the turnip?,blue,white,arbitration_dataset/images/color/color_0458_cf.png,arbitration_dataset/images/color/color_0458_std.png,visual_counterfact
color_0459,color,turtle,What color is the turtle?,purple,green,arbitration_dataset/images/color/color_0459_cf.png,arbitration_dataset/images/color/color_0459_std.png,visual_counterfact
color_0460,color,typewriter,What color is the typewriter?,yellow,black,arbitration_dataset/images/color/color_0460_cf.png,arbitration_dataset/images/color/color_0460_std.png,visual_counterfact
color_0461,color,van,What color is the van?,green,white,arbitration_dataset/images/color/color_0461_cf.png,arbitration_dataset/images/color/color_0461_std.png,visual_counterfact
color_0462,color,veil,What color is the veil?,yellow,white,arbitration_dataset/images/color/color_0462_cf.png,arbitration_dataset/images/color/color_0462_std.png,visual_counterfact
color_0463,color,vine,What color is the vine?,blue,green,arbitration_dataset/images/color/color_0463_cf.png,arbitration_dataset/images/color/color_0463_std.png,visual_counterfact
color_0464,color,vine snake,What color is the vine snake?,brown,green,arbitration_dataset/images/color/color_0464_cf.png,arbitration_dataset/images/color/color_0464_std.png,visual_counterfact
color_0465,color,violin,What color is the violin?,purple,brown,arbitration_dataset/images/color/color_0465_cf.png,arbitration_dataset/images/color/color_0465_std.png,visual_counterfact
color_0466,color,vulture,What color is the vulture?,green,brown,arbitration_dataset/images/color/color_0466_cf.png,arbitration_dataset/images/color/color_0466_std.png,visual_counterfact
color_0467,color,waffle iron,What color is the waffle iron?,pink,black,arbitration_dataset/images/color/color_0467_cf.png,arbitration_dataset/images/color/color_0467_std.png,visual_counterfact
color_0468,color,wagon,What color is the wagon?,brown,red,arbitration_dataset/images/color/color_0468_cf.png,arbitration_dataset/images/color/color_0468_std.png,visual_counterfact
color_0469,color,wallaby,What color is the wallaby?,blue,brown,arbitration_dataset/images/color/color_0469_cf.png,arbitration_dataset/images/color/color_0469_std.png,visual_counterfact
color_0470,color,wallet,What color is the wallet?,purple,black,arbitration_dataset/images/color/color_0470_cf.png,arbitration_dataset/images/color/color_0470_std.png,visual_counterfact
color_0471,color,walnut,What color is the walnut?,red,brown,arbitration_dataset/images/color/color_0471_cf.png,arbitration_dataset/images/color/color_0471_std.png,visual_counterfact
color_0472,color,walrus,What color is the walrus?,blue,brown,arbitration_dataset/images/color/color_0472_cf.png,arbitration_dataset/images/color/color_0472_std.png,visual_counterfact
color_0473,color,warthog,What color is the warthog?,pink,brown,arbitration_dataset/images/color/color_0473_cf.png,arbitration_dataset/images/color/color_0473_std.png,visual_counterfact
color_0474,color,washer,What color is the washer?,pink,white,arbitration_dataset/images/color/color_0474_cf.png,arbitration_dataset/images/color/color_0474_std.png,visual_counterfact
color_0475,color,wasp,What color is the wasp?,red,yellow,arbitration_dataset/images/color/color_0475_cf.png,arbitration_dataset/images/color/color_0475_std.png,visual_counterfact
color_0476,color,water buffalo,What color is the water buffalo?,red,grey,arbitration_dataset/images/color/color_0476_cf.png,arbitration_dataset/images/color/color_0476_std.png,visual_counterfact
color_0477,color,weasel,What color is the weasel?,pink,brown,arbitration_dataset/images/color/color_0477_cf.png,arbitration_dataset/images/color/color_0477_std.png,visual_counterfact
color_0478,color,whale,What color is the whale?,pink,grey,arbitration_dataset/images/color/color_0478_cf.png,arbitration_dataset/images/color/color_0478_std.png,visual_counterfact
color_0479,color,wheelbarrow,What color is the wheelbarrow?,purple,green,arbitration_dataset/images/color/color_0479_cf.png,arbitration_dataset/images/color/color_0479_std.png,visual_counterfact
color_0480,color,whip,What color is the whip?,pink,black,arbitration_dataset/images/color/color_0480_cf.png,arbitration_dataset/images/color/color_0480_std.png,visual_counterfact
color_0481,color,whiskey jug,What color is the whiskey jug?,purple,brown,arbitration_dataset/images/color/color_0481_cf.png,arbitration_dataset/images/color/color_0481_std.png,visual_counterfact
color_0482,color,white wolf,What color is the white wolf?,brown,white,arbitration_dataset/images/color/color_0482_cf.png,arbitration_dataset/images/color/color_0482_std.png,visual_counterfact
color_0483,color,wild boar,What color is the wild boar?,green,brown,arbitration_dataset/images/color/color_0483_cf.png,arbitration_dataset/images/color/color_0483_std.png,visual_counterfact
color_0484,color,wine bottle,What color is the wine bottle?,purple,green,arbitration_dataset/images/color/color_0484_cf.png,arbitration_dataset/images/color/color_0484_std.png,visual_counterfact
color_0485,color,wok,What color is the wok?,yellow,black,arbitration_dataset/images/color/color_0485_cf.png,arbitration_dataset/images/color/color_0485_std.png,visual_counterfact
color_0486,color,wolf,What color is the wolf?,orange,grey,arbitration_dataset/images/color/color_0486_cf.png,arbitration_dataset/images/color/color_0486_std.png,visual_counterfact
color_0487,color,wombat,What color is the wombat?,green,brown,arbitration_dataset/images/color/color_0487_cf.png,arbitration_dataset/images/color/color_0487_std.png,visual_counterfact
color_0488,color,worm,What color is the worm?,purple,brown,arbitration_dataset/images/color/color_0488_cf.png,arbitration_dataset/images/color/color_0488_std.png,visual_counterfact
color_0489,color,wrench,What color is the wrench?,orange,silver,arbitration_dataset/images/color/color_0489_cf.png,arbitration_dataset/images/color/color_0489_std.png,visual_counterfact
color_0490,color,yam,What color is the yam?,green,orange,arbitration_dataset/images/color/color_0490_cf.png,arbitration_dataset/images/color/color_0490_std.png,visual_counterfact
color_0491,color,yellow lady's slipper,What color is the yellow lady's slipper?,pink,yellow,arbitration_dataset/images/color/color_0491_cf.png,arbitration_dataset/images/color/color_0491_std.png,visual_counterfact
color_0492,color,yurt,What color is the yurt?,orange,white,arbitration_dataset/images/color/color_0492_cf.png,arbitration_dataset/images/color/color_0492_std.png,visual_counterfact
color_0493,color,zucchini,What color is the zucchini?,orange,green,arbitration_dataset/images/color/color_0493_cf.png,arbitration_dataset/images/color/color_0493_std.png,visual_counterfact
size_0001,size,Doberman,"Which is bigger, the Doberman?",doberman,tree,arbitration_dataset/images/size/size_0001_cf.png,arbitration_dataset/images/size/size_0001_std.png,visual_counterfact
size_0002,size,Gila monster,"Which is bigger, the Gila monster?",nail,gila monster,arbitration_dataset/images/size/size_0002_cf.png,arbitration_dataset/images/size/size_0002_std.png,visual_counterfact
size_0003,size,Gila monster,"Which is bigger, the Gila monster?",gila monster,snowplow,arbitration_dataset/images/size/size_0003_cf.png,arbitration_dataset/images/size/size_0003_std.png,visual_counterfact
size_0004,size,Komodo dragon,"Which is bigger, the Komodo dragon?",komodo dragon,rocket,arbitration_dataset/images/size/size_0004_cf.png,arbitration_dataset/images/size/size_0004_std.png,visual_counterfact
size_0005,size,Loafer,"Which is bigger, the Loafer?",cigarette,loafer,arbitration_dataset/images/size/size_0005_cf.png,arbitration_dataset/images/size/size_0005_std.png,visual_counterfact
size_0006,size,Newfoundland,"Which is bigger, the Newfoundland?",newfoundland,rocket,arbitration_dataset/images/size/size_0006_cf.png,arbitration_dataset/images/size/size_0006_std.png,visual_counterfact
size_0007,size,Newfoundland,"Which is bigger, the Newfoundland?",salamander,newfoundland,arbitration_dataset/images/size/size_0007_cf.png,arbitration_dataset/images/size/size_0007_std.png,visual_counterfact
size_0008,size,Pomeranian,"Which is bigger, the Pomeranian?",pomeranian,tow truck,arbitration_dataset/images/size/size_0008_cf.png,arbitration_dataset/images/size/size_0008_std.png,visual_counterfact
size_0009,size,Pomeranian,"Which is bigger, the Pomeranian?",lacewing,pomeranian,arbitration_dataset/images/size/size_0009_cf.png,arbitration_dataset/images/size/size_0009_std.png,visual_counterfact
size_0010,size,RV,"Which is bigger, the RV?",rv,pyramid,arbitration_dataset/images/size/size_0010_cf.png,arbitration_dataset/images/size/size_0010_std.png,visual_counterfact
size_0011,size,Rottweiler,"Which is bigger, the Rottweiler?",lens cap,rottweiler,arbitration_dataset/images/size/size_0011_cf.png,arbitration_dataset/images/size/size_0011_std.png,visual_counterfact
size_0012,size,Rottweiler,"Which is bigger, the Rottweiler?",rottweiler,tree,arbitration_dataset/images/size/size_0012_cf.png,arbitration_dataset/images/size/size_0012_std.png,visual_counterfact
size_0013,size,Samoyed,"Which is bigger, the Samoyed?",samoyed,buckeye,arbitration_dataset/images/size/size_0013_cf.png,arbitration_dataset/images/size/size_0013_std.png,visual_counterfact
size_0014,size,Samoyed,"Which is bigger, the Samoyed?",lipstick,samoyed,arbitration_dataset/images/size/size_0014_cf.png,arbitration_dataset/images/size/size_0014_std.png,visual_counterfact
size_0015,size,Weimaraner,"Which is bigger, the Weimaraner?",weimaraner,tree,arbitration_dataset/images/size/size_0015_cf.png,arbitration_dataset/images/size/size_0015_std.png,visual_counterfact
size_0016,size,Weimaraner,"Which is bigger, the Weimaraner?",flashlight,weimaraner,arbitration_dataset/images/size/size_0016_cf.png,arbitration_dataset/images/size/size_0016_std.png,visual_counterfact
size_0017,size,acorn,"Which is bigger, the acorn?",ladybug,acorn,arbitration_dataset/images/size/size_0017_cf.png,arbitration_dataset/images/size/size_0017_std.png,visual_counterfact
size_0018,size,affenpinscher,"Which is bigger, the affenpinscher?",eraser,affenpinscher,arbitration_dataset/images/size/size_0018_cf.png,arbitration_dataset/images/size/size_0018_std.png,visual_counterfact
size_0019,size,affenpinscher,"Which is bigger, the affenpinscher?",affenpinscher,lifeboat,arbitration_dataset/images/size/size_0019_cf.png,arbitration_dataset/images/size/size_0019_std.png,visual_counterfact
size_0020,size,albatross,"Which is bigger, the albatross?",cocktail shaker,albatross,arbitration_dataset/images/size/size_0020_cf.png,arbitration_dataset/images/size/size_0020_std.png,visual_counterfact
size_0021,size,alligator,"Which is bigger, the alligator?",alligator,birch,arbitration_dataset/images/size/size_0021_cf.png,arbitration_dataset/images/size/size_0021_std.png,visual_counterfact
size_0022,size,apple,"Which is bigger, the apple?",emerald,apple,arbitration_dataset/images/size/size_0022_cf.png,arbitration_dataset/images/size/size_0022_std.png,visual_counterfact
